Experiment Number,file,limit,compressionType,streams,Experiment startTime,logType,operation,statusOfOperation,timestamp,streamNumber
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk15Transfer,started,1707477069.2488425,None
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk15Transfer,completed,1707477069.2512274,None
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk16Transfer,started,1707477069.2513402,None
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk16Transfer,completed,1707477069.2539852,None
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk17Transfer,started,1707477069.2540889,None
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk17Transfer,completed,1707477069.256358,None
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk18Transfer,started,1707477069.2564828,None
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk18Transfer,completed,1707477069.2590363,None
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk19Transfer,started,1707477069.259161,None
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk19Transfer,completed,1707477069.2617397,None
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk20Transfer,started,1707477069.2618656,None
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk20Transfer,completed,1707477069.26413,None
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk21Transfer,started,1707477069.2642622,None
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk21Transfer,completed,1707477069.2667627,None
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk22Transfer,started,1707477069.2668734,None
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk22Transfer,completed,1707477069.269194,None
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk23Transfer,started,1707477069.2693386,None
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk23Transfer,completed,1707477069.271897,None
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk24Transfer,started,1707477069.272028,None
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk24Transfer,completed,1707477069.274531,None
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk25Transfer,started,1707477069.274643,None
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk25Transfer,completed,1707477069.2769482,None
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk26Transfer,started,1707477069.2771392,None
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk26Transfer,completed,1707477069.2794924,None
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk27Transfer,started,1707477069.2795827,None
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk27Transfer,completed,1707477069.2822106,None
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk28Transfer,started,1707477069.2823577,None
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk28Transfer,completed,1707477069.2850304,None
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk29Transfer,started,1707477069.2851562,None
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk29Transfer,completed,1707477069.2874837,None
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk30Transfer,started,1707477069.2875996,None
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk30Transfer,completed,1707477069.2900622,None
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk31Transfer,started,1707477069.2901762,None
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk31Transfer,completed,1707477069.2924554,None
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk32Transfer,started,1707477069.2925558,None
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk32Transfer,completed,1707477069.2951794,None
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk33Transfer,started,1707477069.295293,None
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk33Transfer,completed,1707477069.2981033,None
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk34Transfer,started,1707477069.2982168,None
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk34Transfer,completed,1707477069.3009539,None
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk35Transfer,started,1707477069.3010983,None
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk35Transfer,completed,1707477069.3037732,None
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk36Transfer,started,1707477069.3039098,None
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk36Transfer,completed,1707477069.3063564,None
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk37Transfer,started,1707477069.3064666,None
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk37Transfer,completed,1707477069.3088634,None
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk38Transfer,started,1707477069.309012,None
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk38Transfer,completed,1707477069.3113725,None
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk39Transfer,started,1707477069.3130474,None
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk39Transfer,completed,1707477069.3155696,None
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk40Transfer,started,1707477069.3157072,None
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk40Transfer,completed,1707477069.3180854,None
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk41Transfer,started,1707477069.318275,None
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk41Transfer,completed,1707477069.3206725,None
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk42Transfer,started,1707477069.320795,None
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk42Transfer,completed,1707477069.3232093,None
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk43Transfer,started,1707477069.3233013,None
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk43Transfer,completed,1707477069.3252134,None
1,Sample,SQL,File,50000rows.sql,104857,info,migration,completed,1707477069.3255773,None
2,Sample,SQL,File,50000rows.sql,104857,info,migration,started,1707477077.5402532,None
2,Sample,SQL,File,50000rows.sql,104857,info,ReadingFile,started,1707477078.048413,None
2,Sample,SQL,File,50000rows.sql,104857,info,ReadingFile,completed,1707477078.0485914,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk1Transfer,started,1707477078.0486155,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk1Transfer,completed,1707477078.0529604,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk2Transfer,started,1707477078.0530667,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk2Transfer,completed,1707477078.056602,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk3Transfer,started,1707477078.0567117,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk3Transfer,completed,1707477078.059322,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk4Transfer,started,1707477078.0594425,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk4Transfer,completed,1707477078.061988,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk5Transfer,started,1707477078.0620816,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk5Transfer,completed,1707477078.064457,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk6Transfer,started,1707477078.064545,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk6Transfer,completed,1707477078.0669262,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk7Transfer,started,1707477078.0671148,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk7Transfer,completed,1707477078.0698564,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk8Transfer,started,1707477078.0699625,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk8Transfer,completed,1707477078.072469,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk9Transfer,started,1707477078.0725508,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk9Transfer,completed,1707477078.075082,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk10Transfer,started,1707477078.0751777,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk10Transfer,completed,1707477078.0778277,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk11Transfer,started,1707477078.0779047,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk11Transfer,completed,1707477078.0805886,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk12Transfer,started,1707477078.0806756,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk12Transfer,completed,1707477078.083069,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk13Transfer,started,1707477078.0831435,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk13Transfer,completed,1707477078.0857882,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk14Transfer,started,1707477078.0858743,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk14Transfer,completed,1707477078.0887485,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk15Transfer,started,1707477078.088827,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk15Transfer,completed,1707477078.0916214,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk16Transfer,started,1707477078.091741,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk16Transfer,completed,1707477078.0939472,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk17Transfer,started,1707477078.094024,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk17Transfer,completed,1707477078.0967598,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk18Transfer,started,1707477078.0968428,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk18Transfer,completed,1707477078.099352,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk19Transfer,started,1707477078.0994294,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk19Transfer,completed,1707477078.1018674,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk20Transfer,started,1707477078.101952,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk20Transfer,completed,1707477078.1043375,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk21Transfer,started,1707477078.1044137,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk21Transfer,completed,1707477078.1068165,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk22Transfer,started,1707477078.1068933,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk22Transfer,completed,1707477078.1094575,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk23Transfer,started,1707477078.1095533,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk23Transfer,completed,1707477078.1124423,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk24Transfer,started,1707477078.1125202,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk24Transfer,completed,1707477078.1150453,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk25Transfer,started,1707477078.11513,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk25Transfer,completed,1707477078.11738,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk26Transfer,started,1707477078.1174562,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk26Transfer,completed,1707477078.1201653,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk27Transfer,started,1707477078.120254,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk27Transfer,completed,1707477078.1227498,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk28Transfer,started,1707477078.1228273,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk28Transfer,completed,1707477078.125298,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk29Transfer,started,1707477078.1253831,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk29Transfer,completed,1707477078.127688,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk30Transfer,started,1707477078.1277704,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk30Transfer,completed,1707477078.1300478,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk31Transfer,started,1707477078.1301243,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk31Transfer,completed,1707477078.132373,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk32Transfer,started,1707477078.1328175,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk32Transfer,completed,1707477078.135182,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk33Transfer,started,1707477078.1352558,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk33Transfer,completed,1707477078.1377716,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk34Transfer,started,1707477078.137857,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk34Transfer,completed,1707477078.1401796,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk35Transfer,started,1707477078.140257,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk35Transfer,completed,1707477078.1429162,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk36Transfer,started,1707477078.1431398,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk36Transfer,completed,1707477078.1455615,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk37Transfer,started,1707477078.1456378,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk37Transfer,completed,1707477078.1484072,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk38Transfer,started,1707477078.148495,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk38Transfer,completed,1707477078.1508942,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk39Transfer,started,1707477078.1510928,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk39Transfer,completed,1707477078.1537678,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk40Transfer,started,1707477078.1538508,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk40Transfer,completed,1707477078.1562715,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk41Transfer,started,1707477078.1564999,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk41Transfer,completed,1707477078.158889,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk42Transfer,started,1707477078.1589727,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk42Transfer,completed,1707477078.1613376,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk43Transfer,started,1707477078.1613977,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk43Transfer,completed,1707477078.1632032,None
2,Sample,SQL,File,50000rows.sql,104857,info,migration,completed,1707477078.1637816,None
3,Sample,SQL,File,50000rows.sql,104857,info,migration,started,1707477087.1907837,None
3,Sample,SQL,File,50000rows.sql,104857,info,ReadingFile,started,1707477087.6844056,None
3,Sample,SQL,File,50000rows.sql,104857,info,ReadingFile,completed,1707477087.684521,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk1Transfer,started,1707477087.6845293,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk1Transfer,completed,1707477087.6880095,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk2Transfer,started,1707477087.6881154,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk2Transfer,completed,1707477087.690787,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk3Transfer,started,1707477087.6908872,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk3Transfer,completed,1707477087.6933017,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk4Transfer,started,1707477087.693415,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk4Transfer,completed,1707477087.6964004,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk5Transfer,started,1707477087.6964939,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk5Transfer,completed,1707477087.6990871,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk6Transfer,started,1707477087.6991737,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk6Transfer,completed,1707477087.701841,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk7Transfer,started,1707477087.7019322,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk7Transfer,completed,1707477087.704338,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk8Transfer,started,1707477087.7044146,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk8Transfer,completed,1707477087.7071977,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk9Transfer,started,1707477087.7072837,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk9Transfer,completed,1707477087.7096932,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk10Transfer,started,1707477087.7097769,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk10Transfer,completed,1707477087.7121282,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk11Transfer,started,1707477087.7122076,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk11Transfer,completed,1707477087.714515,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk12Transfer,started,1707477087.7145956,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk12Transfer,completed,1707477087.716887,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk13Transfer,started,1707477087.716963,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk13Transfer,completed,1707477087.7192771,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk14Transfer,started,1707477087.7193556,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk14Transfer,completed,1707477087.721657,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk15Transfer,started,1707477087.7217512,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk15Transfer,completed,1707477087.7241502,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk16Transfer,started,1707477087.7242262,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk16Transfer,completed,1707477087.726602,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk17Transfer,started,1707477087.7266777,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk17Transfer,completed,1707477087.7290084,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk18Transfer,started,1707477087.729092,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk18Transfer,completed,1707477087.7315116,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk19Transfer,started,1707477087.7315888,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk19Transfer,completed,1707477087.7338452,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk20Transfer,started,1707477087.7339191,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk20Transfer,completed,1707477087.736358,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk21Transfer,started,1707477087.7364447,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk21Transfer,completed,1707477087.7387178,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk22Transfer,started,1707477087.7387948,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk22Transfer,completed,1707477087.74112,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk23Transfer,started,1707477087.741197,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk23Transfer,completed,1707477087.7436316,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk24Transfer,started,1707477087.743725,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk24Transfer,completed,1707477087.746089,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk25Transfer,started,1707477087.746165,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk25Transfer,completed,1707477087.7484953,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk26Transfer,started,1707477087.748571,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk26Transfer,completed,1707477087.7509334,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk27Transfer,started,1707477087.7510185,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk27Transfer,completed,1707477087.7533612,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk28Transfer,started,1707477087.7534356,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk28Transfer,completed,1707477087.7560575,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk29Transfer,started,1707477087.7561402,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk29Transfer,completed,1707477087.7585154,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk30Transfer,started,1707477087.7585893,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk30Transfer,completed,1707477087.7609022,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk31Transfer,started,1707477087.7609792,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk31Transfer,completed,1707477087.7633915,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk32Transfer,started,1707477087.7634737,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk32Transfer,completed,1707477087.7658255,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk33Transfer,started,1707477087.7658985,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk33Transfer,completed,1707477087.768182,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk34Transfer,started,1707477087.7682564,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk34Transfer,completed,1707477087.770612,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk35Transfer,started,1707477087.7706954,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk35Transfer,completed,1707477087.7730122,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk36Transfer,started,1707477087.773087,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk36Transfer,completed,1707477087.7756045,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk37Transfer,started,1707477087.775681,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk37Transfer,completed,1707477087.778368,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk38Transfer,started,1707477087.7784505,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk38Transfer,completed,1707477087.780853,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk39Transfer,started,1707477087.78093,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk39Transfer,completed,1707477087.7834446,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk40Transfer,started,1707477087.7835288,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk40Transfer,completed,1707477087.785878,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk41Transfer,started,1707477087.7859526,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk41Transfer,completed,1707477087.788412,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk42Transfer,started,1707477087.788488,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk42Transfer,completed,1707477087.7908046,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk43Transfer,started,1707477087.7908747,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk43Transfer,completed,1707477087.7926123,None
3,Sample,SQL,File,50000rows.sql,104857,info,migration,completed,1707477087.7930315,None
1,Sample,SQL,File,50000rows.sql,104857,info,fileSplitting,started,1707477099.2140439
1,Sample,SQL,File,50000rows.sql,104857,info,fileSplitting,completed,1707477099.222485
1,Sample,SQL,File,50000rows.sql,104857,info,migration,started,1707477100.2263942,1
1,Sample,SQL,File,50000rows.sql,104857,info,ReadingFile,started,1707477100.7880235,1
1,Sample,SQL,File,50000rows.sql,104857,info,ReadingFile,completed,1707477100.7881331,1
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk1Transfer,started,1707477100.7881424,1
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk1Transfer,completed,1707477100.791046,1
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk2Transfer,started,1707477100.7911317,1
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk2Transfer,completed,1707477100.7936604,1
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk3Transfer,started,1707477100.7937531,1
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk3Transfer,completed,1707477100.7965095,1
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk4Transfer,started,1707477100.7966459,1
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk4Transfer,completed,1707477100.7996595,1
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk5Transfer,started,1707477100.7997675,1
